Date,Time,LogLevel,Source,EventID,EventType,Message
2025-06-28,08:23:00,Information,Security,4624,Logon,User MLopez resumed editing \\Server\Sales\Forecast_2025.xlsx
2025-06-28,08:36:00,Information,Security,4624,Logon,User JaneSmith opened CRM application to update client records.
2025-06-28,08:38:00,Information,Security,4624,Logon,User JaneSmith logged off for lunch.
2025-06-28,08:41:00,Information,Security,4672,Special Logon,User JohnDoe edited sales forecast spreadsheet \\Server\HR\Employee_Handbook.pdf
2025-06-28,08:48:00,Information,Security,4672,Special Logon,User JaneSmith logged off and ended session.
2025-06-28,08:50:00,Information,Security,4663,Object Access,User MLopez edited sales forecast spreadsheet \\Server\HR\Employee_Handbook.pdf
2025-06-28,08:56:00,Information,Security,4624,Logon,User JaneSmith Special privileges assigned to new logon.
2025-06-28,09:16:00,Information,Security,4624,Logon,User JaneSmith logged on successfully.
2025-06-28,09:37:00,Information,Security,4663,Object Access,User JaneSmith Special privileges assigned to new logon.
2025-06-28,09:41:00,Information,Security,4672,Special Logon,User JohnDoe accessed internal wiki for project details.
2025-06-28,10:04:00,Information,Security,4672,Special Logon,User KRivera logged off and ended session.
2025-06-28,10:25:00,Information,Security,4663,Object Access,User KRivera logged back in after lunch.
2025-06-28,10:42:00,Information,Security,4634,Logoff,User KRivera logged off for lunch.
2025-06-28,11:07:00,Information,Security,4663,Object Access,User AJackson logged back in after lunch.
2025-06-28,11:22:00,Information,Security,4624,Logon,User KRivera logged on successfully.
2025-06-28,11:29:00,Information,Security,4634,Logoff,User AJackson logged back in after lunch.
2025-06-28,11:44:00,Information,Security,4634,Logoff,User MLopez Special privileges assigned to new logon.
2025-06-28,12:13:00,Information,Security,4663,Object Access,User JaneSmith logged back in after lunch.
2025-06-28,12:30:00,Information,Security,4663,Object Access,User KRivera saved updates to \\Server\Legal\Contract_Template.docx
2025-06-28,12:37:00,Information,Security,4634,Logoff,User JaneSmith edited sales forecast spreadsheet \\Server\Marketing\Product_Launch_Deck.pptx
2025-06-28,12:56:00,Information,Security,4672,Special Logon,User JaneSmith Special privileges assigned to new logon.
2025-06-28,13:03:00,Information,Security,4663,Object Access,User KRivera logged back in after lunch.
2025-06-28,13:21:00,Information,Security,4624,Logon,User JohnDoe saved updates to \\Server\Marketing\Product_Launch_Deck.pptx
2025-06-28,13:32:00,Information,Security,4663,Object Access,User JohnDoe downloaded a training manual from the company intranet.
2025-06-28,13:38:00,Information,Security,4672,Special Logon,User JohnDoe logged back in after lunch.
2025-06-28,13:41:00,Information,Security,4672,Special Logon,User JaneSmith logged off and ended session.
2025-06-28,14:08:00,Information,Security,4624,Logon,User JohnDoe edited sales forecast spreadsheet \\Server\HR\Employee_Handbook.pdf
2025-06-28,14:13:00,Information,Security,4624,Logon,User JaneSmith logged off and ended session.
2025-06-28,14:15:00,Information,Security,4663,Object Access,User MLopez edited sales forecast spreadsheet \\Server\Sales\Forecast_2025.xlsx
2025-06-28,14:37:00,Information,Security,4624,Logon,User KRivera downloaded a training manual from the company intranet.
2025-06-28,14:58:00,Information,Security,4672,Special Logon,User JaneSmith logged off for lunch.
2025-06-28,15:27:00,Information,Security,4624,Logon,User MLopez logged off for lunch.
2025-06-28,15:44:00,Information,Security,4672,Special Logon,User JohnDoe Special privileges assigned to new logon.
2025-06-28,15:50:00,Information,Security,4672,Special Logon,User KRivera accessed shared presentation \\Server\Marketing\Product_Launch_Deck.pptx
2025-06-28,16:19:00,Information,Security,4624,Logon,User MLopez resumed editing \\Server\Sales\Forecast_2025.xlsx
2025-06-28,16:37:00,Information,Security,4663,Object Access,User JaneSmith logged on successfully.
